2003.10.22.12.06.24,5508.793156,3199.459155,1304.881704,761.425787,484.925701,249.900945,168.862316,153.016231,33.913792,17.881299,443.486044,4.937352,1.933633,6819.951597,3882.092122,2221.147691,1112.491972,600.929723,366.414367,228.881301,118.914952,57.480072,22.926037,13.500447,7.930450,586.984860,264.491598,6046.276586,3423.617124,1460.943027,795.465558,448.535548,258.405378,149.869414,56.423348,94.436624,202.958500,269.987941,271.477647,277.479109,1.936137,7078.710666,3971.172587,1998.386737,974.414779,514.958899,285.437435,157.379678,87.427238,32.914570,16.915602,82.428745,33.453989,2.938157,322.495290,6407.999414,3678.700142,1980.529467,1073.975120,586.874306,340.540899,173.445711,76.886769,64.922034,34.477740,225.448672,18.495594,1.935345,2995.739259,7179.252267,4044.137608,2418.661168,1440.045901,788.918148,480.408577,289.365948,174.892667,97.917012,166.932213,18.938814,6.932232,84.468915,1.934210,5794.698927,3238.851020,1625.960545,896.933500,529.921185,300.377315,167.998344,66.910055,123.425186,40.466735,680.008837,4.938638,2.933824,1303.566584,6555.365958,3725.716960,2065.539582,1125.458591,578.493224,333.896206,162.882035,139.787547,47.878023,50.433370,11.914991,132.455172,233.953974,138.944598,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.09.13,5588.578002,3410.630291,1636.123918,878.440618,478.488901,246.878724,340.952527,110.396082,110.432185,138.941031,8.901019,738.516887,1.942267,0.942650,6863.233433,3881.714975,2097.546661,1050.467547,580.898635,324.441388,195.409826,106.955238,93.444002,103.422148,426.474984,50.474086,118.525812,414.494272,6082.084231,3544.773562,1366.470098,756.513678,451.920411,322.910008,177.970883,77.493116,324.969386,27.505711,63.443712,67.468982,266.483635,1439.579613,6984.711061,3861.359741,1986.626190,963.556681,499.013639,266.002213,151.436338,76.877393,50.438263,44.426061,11.901839,189.972146,2.941031,441.496270,6424.916197,3716.483606,1926.057574,990.520475,565.993715,355.915861,197.800314,98.881162,151.931312,177.929683,12.915149,6.934565,2.934968,5.497713,7214.364829,4071.693086,2353.521304,1318.484303,682.905800,402.866090,220.880000,110.891795,81.508286,49.458822,313.949415,258.449792,787.525905,1.939162,0.943171,6075.066483,3573.057603,1869.123816,973.951423,547.863444,291.352251,144.884920,142.994882,32.895463,16.922229,95.445371,143.464610,11.499746,6539.725616,3681.217699,2084.439701,1093.387635,556.507546,326.876959,170.926836,150.869078,106.923597,150.448269,12.919012,126.438116,193.460022,250.475036,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.14.13,5550.870882,3200.821742,1404.078117,801.288153,469.451778,281.944109,140.094364,59.858343,228.455418,16.908338,83.450169,3.937435,1.938052,97.454376,6747.494669,3782.678941,2049.056431,1050.863684,579.970974,294.459147,194.402513,133.452281,54.449151,19.907500,134.440976,5.940530,1166.548134,1030.536621,6086.111033,3557.520850,1625.585416,863.848449,460.958987,261.889253,140.399816,99.221259,31.914340,36.945705,9.939538,4.936244,617.504891,0.942976,6947.224260,3807.701637,1811.470833,945.814524,490.610526,249.389352,139.404099,56.884404,86.586843,70.444829,6.949825,3.940159,113.495897,6385.793853,3606.189826,1969.006633,1010.462945,543.879229,297.873549,155.380727,188.414317,79.909838,33.459352,432.469733,5.927290,309.471634,0.943465,7155.301689,3952.588264,2058.222510,1121.078413,627.951565,330.913191,168.529099,83.915031,341.533345,63.401343,219.961052,5.927548,344.973038,0.943401,6078.901155,3559.666950,1971.046907,1020.411412,570.379825,310.858833,168.887763,122.006133,93.950435,231.521826,151.440969,7.933344,3.936643,777.056636,6607.648134,3686.637295,1974.449542,1075.465993,564.947257,289.520855,150.874469,81.571544,37.907573,50.464367,8.941808,71.454660,1.945090,2685.724801,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.19.13,5530.509480,3181.605029,1302.461128,740.596579,454.492945,261.993908,154.915690,76.433516,109.920314,33.437423,76.500881,277.961695,920.526811,0.943794,6726.275310,3739.214243,2031.971871,1060.523502,612.543496,349.886858,194.016991,111.461875,86.435541,78.835819,53.489552,264.965152,5.942672,130.411380,1423.576516,6149.811996,3664.264140,1686.059864,861.443031,491.947903,302.505827,170.888150,72.884114,130.422336,19.914612,9.927623,4.916528,101.481310,5309.973584,7042.232265,3904.653482,1902.010553,946.398364,526.863063,274.917173,178.396127,81.426021,163.933306,37.439591,8.919946,3.930258,1.934659,0.943441,6458.393034,3686.154713,1938.080986,1024.897092,574.886522,312.019509,175.422589,108.409775,59.418412,42.452924,8.937226,136.457454,127.492234,7089.338594,3926.245709,2184.033026,1157.951556,627.889300,326.383380,168.813721,98.961772,43.915666,31.518740,8.923775,434.487584,1712.606906,6153.247750,3557.710314,1858.528386,978.860344,545.499812,361.910540,204.409657,106.922109,111.420583,20.911614,102.432875,321.471999,71.535717,0.944367,6697.454811,3813.207530,2106.534778,1107.945799,560.347953,361.899120,169.876887,87.449822,107.463624,21.964070,320.964924,142.448431,900.513114,557.508792,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.24.13,5511.856659,3246.142635,1404.487848,763.995261,413.915901,207.357023,99.857710,80.406163,27.910194,12.908154,140.439960,1.943189,0.942675,6803.054593,3797.272690,2220.047280,1137.944342,648.928944,319.420673,172.901799,156.397537,45.910344,203.946143,95.448739,263.454413,3.943090,790.076552,6127.744322,3542.070452,1461.988594,770.065466,454.432034,256.447749,167.423768,59.906505,163.933692,16.927689,7.926173,2.939011,0.942755,7086.763200,4086.869583,2228.051363,1014.904601,545.911871,311.882221,171.987301,96.914586,185.925841,23.910464,45.452102,5.937934,2.933514,787.023774,6396.464753,3551.153287,1834.034487,971.870455,563.504037,353.484335,195.477195,100.536317,72.420945,25.902808,16.918752,30.494997,3.932659,1.938812,3062.243923,7057.808071,3891.735330,2275.439650,1364.011672,744.641409,425.481293,247.822588,155.418589,168.424213,145.932807,121.934271,8.915035,344.460215,74.482786,248.478970,6139.625930,3553.801839,2000.586877,1060.850418,623.407624,359.857798,291.431538,111.486645,98.411703,42.403683,40.482893,7.926391,120.943628,91.489496,2535.190642,6448.483392,3566.770222,1896.393815,1030.043776,541.946082,328.913043,196.952009,150.906481,113.956718,169.459501,229.950760,9.911620,64.475468,819.016235,0.940375,NaN,NaN,NaN,NaN
2003.10.22.12.29.13,5565.812388,3258.143992,1418.056849,778.958593,436.369597,231.901870,169.437873,72.979453,32.922067,17.924124,263.978286,539.487733,1108.542229,6783.853021,3866.206926,2173.134078,1162.518992,654.507169,371.404772,218.013173,116.411990,52.897275,29.905273,114.432083,135.479971,47.494590,59.493158,6075.715340,3510.204421,1535.977083,805.545257,476.000569,278.429238,172.462126,97.497660,46.480402,26.422287,242.957236,5.930268,1.936126,0.943485,7081.091857,4125.911817,2239.374527,1051.571239,597.879195,307.519931,213.890211,149.421393,45.866068,80.454591,10.928097,19.492127,2.940630,0.943658,6359.703821,3529.580182,1807.791646,966.590084,518.904104,264.922699,146.908355,122.046769,56.482892,398.476934,584.994133,4.931855,2.937984,0.943185,7106.286613,3950.844360,2295.922053,1287.489709,676.535877,345.381226,191.869745,136.965436,101.916652,122.427044,422.464569,6.926711,2.950044,1034.039611,6249.237976,3652.635780,1899.477214,1031.030530,588.025281,336.967043,199.910771,122.466227,62.460856,42.452187,128.460683,79.983155,253.468438,0.943331,6664.308242,3813.053241,2164.125092,1129.919139,571.748513,347.866930,181.871606,130.904137,47.913146,202.442738,39.940631,6.927079,257.954654,105.501172,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.34.13,5571.918843,3169.071313,1440.987002,809.927598,465.013519,292.410664,247.444530,122.915222,130.417767,203.952468,6.925227,226.472561,29.500889,6887.138418,3905.664008,2258.598829,1194.909475,693.027209,396.517938,218.439118,150.482590,57.865691,45.483840,91.471125,221.449796,91.473760,336.477780,6105.084440,3566.011869,1551.457151,837.546566,484.995734,296.899988,192.427009,74.402583,89.920392,20.936174,336.962439,3.928361,444.474218,7106.199505,4044.622851,1955.933789,965.088055,521.896881,270.934536,161.380487,94.375700,80.914591,56.917892,135.465519,198.467541,87.488268,0.941812,6486.508532,3787.688072,2116.030462,1085.963629,594.366168,357.890081,195.407990,144.012631,165.072211,76.434725,23.471077,65.478719,463.491622,2478.686589,7004.478582,3883.473733,2235.940839,1213.970988,652.460105,354.423016,186.899259,123.909072,53.931298,465.967755,15.924626,235.458579,94.458845,333.481750,263.473413,5948.337719,3406.712946,1763.077536,941.070174,554.838174,291.860515,189.401098,105.991978,38.913018,71.398264,361.502495,710.523248,462.496245,6579.367950,3786.978707,2108.679266,1125.415082,555.911846,303.536058,158.466010,147.454449,135.454865,14.924059,5.921770,2.949126,1564.590464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.39.13,5595.658301,3319.146855,1571.455698,834.418906,483.414536,320.923493,202.923004,73.426790,32.908721,16.908938,7.928434,88.967974,2873.727450,6848.761198,3860.619569,1977.602845,1064.959894,575.254349,338.523016,192.451588,112.901599,85.977803,21.927974,10.924160,423.464827,2.911631,1597.585509,6156.561177,3560.815551,1499.590813,800.964738,448.888903,255.423494,153.994802,63.899357,44.967434,171.489670,156.454394,2.934866,261.465477,735.525035,7049.286664,4027.655910,2052.626391,988.313892,526.532048,305.872545,204.975520,108.429299,108.446524,24.914948,143.431201,756.513015,447.485782,2.942502,403.496323,6448.803586,3715.040496,1960.296105,1014.387835,550.905292,296.904840,173.455231,78.917980,46.930671,19.918625,58.431270,108.473836,120.475975,136.484478,7043.600634,3879.509082,2142.556147,1227.999268,673.394657,400.464924,208.491087,114.407314,94.411828,51.449981,136.439373,168.947346,200.522823,106.462589,6058.487705,3474.078019,1801.505591,948.566525,517.938093,336.506525,178.915522,102.431209,36.888100,81.956586,9.881785,789.018541,2.932362,323.478453,6589.518686,3615.490482,1901.200949,978.033549,525.415116,272.898008,171.425797,71.894481,52.501361,85.443214,10.917073,6.908140,3.936013,881.526891,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.44.13,5586.315115,3313.535830,1485.400155,812.092284,480.408915,266.922435,127.895063,142.907672,32.871361,34.956976,7.924197,129.966509,0.940944,6912.204853,3972.795209,2228.491382,1140.444190,638.407519,355.984520,209.908533,127.984152,52.910783,23.913486,11.928007,297.960308,3.934419,42.501791,6075.225674,3396.083072,1422.907626,778.445725,416.924221,259.445801,157.892407,64.909043,57.919144,195.434127,39.461355,81.441724,2.935107,1166.053478,6961.250901,3848.725815,1908.678756,976.455021,530.411546,311.490043,181.880493,122.413293,144.965242,60.474199,90.442238,272.464881,412.475741,241.481037,1479.583960,6429.252550,3683.987575,2029.990422,1039.064971,597.412160,343.423905,206.881717,149.926665,129.927802,27.922725,16.500802,7.918098,201.458336,1366.573357,7064.839943,3936.764759,2242.154126,1183.069594,601.979139,372.854254,181.840845,96.386935,78.413586,159.982329,137.964402,816.014372,15.460082,0.944125,6051.645033,3481.717292,1852.053192,959.076126,503.499686,313.979275,169.413017,268.941667,228.444901,19.915314,324.454546,27.480874,179.461583,161.480840,6587.972890,3722.911882,2100.848522,1170.058097,616.519743,361.381243,193.370329,138.457709,174.940129,109.934983,47.453255,562.502241,2.923633,1591.593089,NaN,NaN,NaN,NaN,NaN,NaN
2003.10.22.12.49.13,5575.426732,3266.095066,1406.864455,801.907770,457.450381,265.441051,204.923099,80.913347,43.480814,19.489592,115.456841,3.937969,207.479449,6885.911688,3829.279169,1993.091512,1028.941883,557.376817,359.944786,192.852772,137.412145,42.906000,130.428556,10.927796,73.990411,2.932683,0.943525,6140.822857,3552.223127,1545.133883,821.387356,464.383432,254.504385,124.907830,103.483678,47.458169,78.469890,85.430553,82.436960,149.449778,1059.107982,7008.820959,3877.301298,1948.554747,974.961447,535.896543,293.011518,172.487571,101.455094,59.407237,21.939226,68.442110,5.929771,3.936419,1.935294,3319.320306,6409.749446,3648.641677,1976.570711,1000.470505,558.492794,302.379096,194.921003,104.908126,40.890969,148.445768,94.429309,4.936214,2.935319,1.499882,7028.530729,3856.005810,2221.010267,1190.529291,579.398523,305.369200,166.333836,78.875250,42.902856,100.410854,37.473665,78.478539,489.492511,0.945191,6107.222887,3574.066038,1920.978382,1020.790395,577.390808,324.921986,176.898215,215.429385,114.425036,61.441527,106.439207,122.445040,2.933956,0.944361,6760.026707,3890.223352,2104.669207,1213.071166,606.005869,329.956982,171.893585,82.892538,88.926194,47.468422,89.916947,152.923270,4.918240,515.990224,1181.080127,NaN,NaN,NaN,NaN,NaN
